TBLID,GEOID,GEONAME,PROFLN,ESTIMATE,MG_ERROR
TITLE:,MEDIAN AGE OF THE TOTAL POPULATION,,,,
R0101,040C2US34,New Jersey -- In metropolitan statistical area -- not in principal city,1,41.2,+/-0.2
R0101,040C2US35,New Mexico -- In metropolitan statistical area -- not in principal city,1,40.7,+/-1.0
R0101,040C2US36,New York -- In metropolitan statistical area -- not in principal city,1,42.0,+/-0.2
R0101,040C2US37,North Carolina -- In metropolitan statistical area -- not in principal city,1,41.2,+/-0.3
R0101,040C2US38,North Dakota -- In metropolitan statistical area -- not in principal city,1,36.3,+/-1.8
R0101,040C2US39,Ohio -- In metropolitan statistical area -- not in principal city,1,41.2,+/-0.3
R0101,040C2US40,Oklahoma -- In metropolitan statistical area -- not in principal city,1,37.7,+/-0.4
R0101,040C2US41,Oregon -- In metropolitan statistical area -- not in principal city,1,41.3,+/-0.5
R0101,040C2US42,Pennsylvania -- In metropolitan statistical area -- not in principal city,1,42.8,+/-0.1
R0101,040C2US44,Rhode Island -- In metropolitan statistical area -- not in principal city,1,42.0,+/-0.6
R0101,040C2US45,South Carolina -- In metropolitan statistical area -- not in principal city,1,40.3,+/-0.3
R0101,040C2US46,South Dakota -- In metropolitan statistical area -- not in principal city,1,40.0,+/-1.6
R0101,040C2US47,Tennessee -- In metropolitan statistical area -- not in principal city,1,41.2,+/-0.3
R0101,040C2US48,Texas -- In metropolitan statistical area -- not in principal city,1,36.1,+/-0.2
R0101,040C2US49,Utah -- In metropolitan statistical area -- not in principal city,1,32.0,+/-0.2
R0101,040C2US50,Vermont -- In metropolitan statistical area -- not in principal city,1,41.9,+/-1.2
R0101,040C2US51,Virginia -- In metropolitan statistical area -- not in principal city,1,39.2,+/-0.2
R0101,040C2US53,Washington -- In metropolitan statistical area -- not in principal city,1,38.9,+/-0.3
R0101,040C2US54,West Virginia -- In metropolitan statistical area -- not in principal city,1,42.6,+/-0.5
R0101,040C2US55,Wisconsin -- In metropolitan statistical area -- not in principal city,1,41.6,+/-0.3
R0101,040C2US72,Puerto Rico -- In metropolitan statistical area -- not in principal city,1,43.0,+/-0.3
R0101,040E0US01,Alabama -- In micropolitan statistical area,1,40.4,+/-0.3
R0101,040E0US04,Arizona -- In micropolitan statistical area,1,39.7,+/-0.8
R0101,040E0US05,Arkansas -- In micropolitan statistical area,1,40.2,+/-0.5
R0101,040E0US06,California -- In micropolitan statistical area,1,42.5,+/-0.6
R0101,040E0US08,Colorado -- In micropolitan statistical area,1,39.5,+/-0.5
R0101,040E0US09,Connecticut -- In micropolitan statistical area,1,47.9,+/-0.6
R0101,040E0US12,Florida -- In micropolitan statistical area,1,42.3,+/-0.7
R0101,040E0US13,Georgia -- In micropolitan statistical area,1,37.5,+/-0.5
R0101,040E0US15,Hawaii -- In micropolitan statistical area,1,42.9,+/-0.6
R0101,040E0US16,Idaho -- In micropolitan statistical area,1,34.7,+/-0.7
R0101,040E0US17,Illinois -- In micropolitan statistical area,1,42.0,+/-0.4
R0101,040E0US18,Indiana -- In micropolitan statistical area,1,40.4,+/-0.3
R0101,040E0US19,Iowa -- In micropolitan statistical area,1,40.9,+/-0.5
R0101,040E0US20,Kansas -- In micropolitan statistical area,1,37.3,+/-0.4
R0101,040E0US21,Kentucky -- In micropolitan statistical area,1,40.3,+/-0.4
R0101,040E0US22,Louisiana -- In micropolitan statistical area,1,36.9,+/-0.8
R0101,040E0US23,Maine -- In micropolitan statistical area,1,45.1,+/-0.4
R0101,040E0US24,Maryland -- In micropolitan statistical area,1,48.8,+/-0.8
R0101,040E0US26,Michigan -- In micropolitan statistical area,1,41.5,+/-0.3
R0101,040E0US27,Minnesota -- In micropolitan statistical area,1,41.2,+/-0.4
R0101,040E0US28,Mississippi -- In micropolitan statistical area,1,37.9,+/-0.7
R0101,040E0US29,Missouri -- In micropolitan statistical area,1,37.4,+/-0.4
R0101,040E0US30,Montana -- In micropolitan statistical area,1,39.1,+/-0.7
R0101,040E0US31,Nebraska -- In micropolitan statistical area,1,38.5,+/-0.6
R0101,040E0US32,Nevada -- In micropolitan statistical area,1,46.1,+/-1.3
R0101,040E0US33,New Hampshire -- In micropolitan statistical area,1,44.6,+/-0.3
R0101,040E0US35,New Mexico -- In micropolitan statistical area,1,38.0,+/-0.4
R0101,040E0US36,New York -- In micropolitan statistical area,1,42.5,+/-0.3
R0101,040E0US37,North Carolina -- In micropolitan statistical area,1,42.5,+/-0.4
R0101,040E0US38,North Dakota -- In micropolitan statistical area,1,34.4,+/-0.7
R0101,040E0US39,Ohio -- In micropolitan statistical area,1,41.2,+/-0.3
R0101,040E0US40,Oklahoma -- In micropolitan statistical area,1,36.9,+/-0.3
R0101,040E0US41,Oregon -- In micropolitan statistical area,1,43.5,+/-0.5
R0101,040E0US42,Pennsylvania -- In micropolitan statistical area,1,44.3,+/-0.2
R0101,040E0US45,South Carolina -- In micropolitan statistical area,1,43.0,+/-0.9
R0101,040E0US46,South Dakota -- In micropolitan statistical area,1,36.4,+/-0.7
R0101,040E0US47,Tennessee -- In micropolitan statistical area,1,42.1,+/-0.3
R0101,040E0US48,Texas -- In micropolitan statistical area,1,37.1,+/-0.4
R0101,040E0US49,Utah -- In micropolitan statistical area,1,33.5,+/-0.8
R0101,040E0US50,Vermont -- In micropolitan statistical area,1,46.1,+/-0.4
R0101,040E0US51,Virginia -- In micropolitan statistical area,1,45.8,+/-0.7
R0101,040E0US53,Washington -- In micropolitan statistical area,1,39.7,+/-0.5
R0101,040E0US54,West Virginia -- In micropolitan statistical area,1,43.9,+/-0.6
R0101,040E0US55,Wisconsin -- In micropolitan statistical area,1,42.0,+/-0.3
R0101,040E0US56,Wyoming -- In micropolitan statistical area,1,36.3,+/-1.0
R0101,040E0US72,Puerto Rico -- In micropolitan statistical area,1,42.9,+/-1.5
R0101,040E1US01,Alabama -- In micropolitan statistical area -- in principal city,1,37.3,+/-1.3
R0101,040E1US05,Arkansas -- In micropolitan statistical area -- in principal city,1,34.7,+/-1.3
R0101,040E1US06,California -- In micropolitan statistical area -- in principal city,1,36.8,+/-1.4
R0101,040E1US08,Colorado -- In micropolitan statistical area -- in principal city,1,38.3,+/-0.9
R0101,040E1US12,Florida -- In micropolitan statistical area -- in principal city,1,37.9,+/-4.0
R0101,040E1US13,Georgia -- In micropolitan statistical area -- in principal city,1,31.9,+/-1.5
R0101,040E1US16,Idaho -- In micropolitan statistical area -- in principal city,1,27.0,+/-0.9
R0101,040E1US17,Illinois -- In micropolitan statistical area -- in principal city,1,39.8,+/-1.4
R0101,040E1US18,Indiana -- In micropolitan statistical area -- in principal city,1,37.9,+/-1.4
R0101,040E1US19,Iowa -- In micropolitan statistical area -- in principal city,1,39.6,+/-1.1
R0101,040E1US20,Kansas -- In micropolitan statistical area -- in principal city,1,34.9,+/-0.8
R0101,040E1US21,Kentucky -- In micropolitan statistical area -- in principal city,1,36.0,+/-1.5
R0101,040E1US22,Louisiana -- In micropolitan statistical area -- in principal city,1,31.8,+/-1.9
R0101,040E1US26,Michigan -- In micropolitan statistical area -- in principal city,1,33.9,+/-1.1
R0101,040E1US27,Minnesota -- In micropolitan statistical area -- in principal city,1,37.4,+/-0.9
R0101,040E1US28,Mississippi -- In micropolitan statistical area -- in principal city,1,36.7,+/-1.2
R0101,040E1US29,Missouri -- In micropolitan statistical area -- in principal city,1,32.2,+/-1.4
R0101,040E1US30,Montana -- In micropolitan statistical area -- in principal city,1,33.5,+/-1.5
R0101,040E1US31,Nebraska -- In micropolitan statistical area -- in principal city,1,35.7,+/-0.9
R0101,040E1US32,Nevada -- In micropolitan statistical area -- in principal city,1,45.2,+/-4.3
R0101,040E1US33,New Hampshire -- In micropolitan statistical area -- in principal city,1,42.2,+/-3.0
R0101,040E1US35,New Mexico -- In micropolitan statistical area -- in principal city,1,35.7,+/-1.3
R0101,040E1US36,New York -- In micropolitan statistical area -- in principal city,1,36.3,+/-1.2
R0101,040E1US37,North Carolina -- In micropolitan statistical area -- in principal city,1,38.6,+/-1.4
R0101,040E1US38,North Dakota -- In micropolitan statistical area -- in principal city,1,32.4,+/-1.2
R0101,040E1US39,Ohio -- In micropolitan statistical area -- in principal city,1,38.8,+/-1.0
R0101,040E1US40,Oklahoma -- In micropolitan statistical area -- in principal city,1,34.0,+/-0.9
R0101,040E1US41,Oregon -- In micropolitan statistical area -- in principal city,1,39.4,+/-1.4
R0101,040E1US42,Pennsylvania -- In micropolitan statistical area -- in principal city,1,34.8,+/-1.6
R0101,040E1US45,South Carolina -- In micropolitan statistical area -- in principal city,1,39.5,+/-2.3
R0101,040E1US46,South Dakota -- In micropolitan statistical area -- in principal city,1,34.1,+/-1.1
R0101,040E1US47,Tennessee -- In micropolitan statistical area -- in principal city,1,35.1,+/-1.5
R0101,040E1US48,Texas -- In micropolitan statistical area -- in principal city,1,34.1,+/-0.7
R0101,040E1US49,Utah -- In micropolitan statistical area -- in principal city,1,28.1,+/-2.0
R0101,040E1US53,Washington -- In micropolitan statistical area -- in principal city,1,30.0,+/-0.9
R0101,040E1US55,Wisconsin -- In micropolitan statistical area -- in principal city,1,36.5,+/-1.6
R0101,040E1US56,Wyoming -- In micropolitan statistical area -- in principal city,1,32.3,+/-1.3
R0101,040E2US01,Alabama -- In micropolitan statistical area -- not in principal city,1,42.1,+/-0.8
R0101,040E2US04,Arizona -- In micropolitan statistical area -- not in principal city,1,39.3,+/-1.3
R0101,040E2US05,Arkansas -- In micropolitan statistical area -- not in principal city,1,44.3,+/-1.0
R0101,040E2US06,California -- In micropolitan statistical area -- not in principal city,1,45.8,+/-1.0
R0101,040E2US08,Colorado -- In micropolitan statistical area -- not in principal city,1,40.3,+/-1.0
R0101,040E2US09,Connecticut -- In micropolitan statistical area -- not in principal city,1,47.8,+/-1.3
R0101,040E2US12,Florida -- In micropolitan statistical area -- not in principal city,1,43.2,+/-1.1
R0101,040E2US13,Georgia -- In micropolitan statistical area -- not in principal city,1,40.4,+/-0.8
R0101,040E2US15,Hawaii -- In micropolitan statistical area -- not in principal city,1,42.7,+/-0.8
R0101,040E2US16,Idaho -- In micropolitan statistical area -- not in principal city,1,39.0,+/-1.1
R0101,040E2US17,Illinois -- In micropolitan statistical area -- not in principal city,1,43.2,+/-1.0
R0101,040E2US18,Indiana -- In micropolitan statistical area -- not in principal city,1,41.9,+/-0.8
R0101,040E2US19,Iowa -- In micropolitan statistical area -- not in principal city,1,43.4,+/-1.6
R0101,040E2US20,Kansas -- In micropolitan statistical area -- not in principal city,1,41.3,+/-1.2
R0101,040E2US21,Kentucky -- In micropolitan statistical area -- not in principal city,1,41.8,+/-0.7
R0101,040E2US22,Louisiana -- In micropolitan statistical area -- not in principal city,1,39.4,+/-0.7
R0101,040E2US23,Maine -- In micropolitan statistical area -- not in principal city,1,44.9,+/-1.5
R0101,040E2US26,Michigan -- In micropolitan statistical area -- not in principal city,1,43.7,+/-0.5
R0101,040E2US27,Minnesota -- In micropolitan statistical area -- not in principal city,1,44.2,+/-0.7
R0101,040E2US28,Mississippi -- In micropolitan statistical area -- not in principal city,1,38.4,+/-0.6
R0101,040E2US29,Missouri -- In micropolitan statistical area -- not in principal city,1,40.3,+/-0.9
R0101,040E2US30,Montana -- In micropolitan statistical area -- not in principal city,1,42.4,+/-1.0
R0101,040E2US31,Nebraska -- In micropolitan statistical area -- not in principal city,1,43.3,+/-1.8
R0101,040E2US32,Nevada -- In micropolitan statistical area -- not in principal city,1,46.5,+/-2.3
R0101,040E2US33,New Hampshire -- In micropolitan statistical area -- not in principal city,1,45.2,+/-0.8
R0101,040E2US35,New Mexico -- In micropolitan statistical area -- not in principal city,1,40.7,+/-1.5
R0101,040E2US36,New York -- In micropolitan statistical area -- not in principal city,1,44.6,+/-0.6
R0101,040E2US37,North Carolina -- In micropolitan statistical area -- not in principal city,1,43.5,+/-0.5
R0101,040E2US39,Ohio -- In micropolitan statistical area -- not in principal city,1,42.3,+/-0.5
R0101,040E2US40,Oklahoma -- In micropolitan statistical area -- not in principal city,1,40.3,+/-1.1
R0101,040E2US41,Oregon -- In micropolitan statistical area -- not in principal city,1,46.2,+/-1.0
R0101,040E2US42,Pennsylvania -- In micropolitan statistical area -- not in principal city,1,45.8,+/-0.5
R0101,040E2US45,South Carolina -- In micropolitan statistical area -- not in principal city,1,44.5,+/-1.2
R0101,040E2US46,South Dakota -- In micropolitan statistical area -- not in principal city,1,42.2,+/-2.7
R0101,040E2US47,Tennessee -- In micropolitan statistical area -- not in principal city,1,45.2,+/-0.6
R0101,040E2US48,Texas -- In micropolitan statistical area -- not in principal city,1,39.8,+/-0.6
R0101,040E2US49,Utah -- In micropolitan statistical area -- not in principal city,1,36.9,+/-1.6
R0101,040E2US50,Vermont -- In micropolitan statistical area -- not in principal city,1,46.4,+/-1.0
R0101,040E2US51,Virginia -- In micropolitan statistical area -- not in principal city,1,46.5,+/-0.8
R0101,040E2US53,Washington -- In micropolitan statistical area -- not in principal city,1,44.6,+/-0.8
R0101,040E2US54,West Virginia -- In micropolitan statistical area -- not in principal city,1,44.3,+/-0.7
R0101,040E2US55,Wisconsin -- In micropolitan statistical area -- not in principal city,1,44.0,+/-0.6
R0101,040E2US56,Wyoming -- In micropolitan statistical area -- not in principal city,1,40.5,+/-1.1
R0101,040E2US72,Puerto Rico -- In micropolitan statistical area -- not in principal city,1,41.6,+/-2.8
R0101,040G0US01,Alabama -- Not in metropolitan or micropolitan statistical area,1,43.3,+/-0.7
R0101,040G0US02,Alaska -- Not in metropolitan or micropolitan statistical area,1,36.2,+/-0.5
R0101,040G0US04,Arizona -- Not in metropolitan or micropolitan statistical area,1,40.1,+/-1.0
R0101,040G0US05,Arkansas -- Not in metropolitan or micropolitan statistical area,1,43.8,+/-0.6
R0101,040G0US06,California -- Not in metropolitan or micropolitan statistical area,1,47.3,+/-0.9
R0101,040G0US08,Colorado -- Not in metropolitan or micropolitan statistical area,1,43.6,+/-1.0
R0101,040G0US12,Florida -- Not in metropolitan or micropolitan statistical area,1,42.9,+/-0.8
R0101,040G0US13,Georgia -- Not in metropolitan or micropolitan statistical area,1,43.0,+/-0.7
R0101,040G0US16,Idaho -- Not in metropolitan or micropolitan statistical area,1,43.0,+/-1.3
R0101,040G0US17,Illinois -- Not in metropolitan or micropolitan statistical area,1,43.4,+/-0.5
R0101,040G0US18,Indiana -- Not in metropolitan or micropolitan statistical area,1,41.5,+/-0.5
R0101,040G0US19,Iowa -- Not in metropolitan or micropolitan statistical area,1,42.6,+/-0.3
R0101,040G0US20,Kansas -- Not in metropolitan or micropolitan statistical area,1,42.3,+/-0.6
R0101,040G0US21,Kentucky -- Not in metropolitan or micropolitan statistical area,1,41.9,+/-0.5
R0101,040G0US22,Louisiana -- Not in metropolitan or micropolitan statistical area,1,39.4,+/-0.7
R0101,040G0US23,Maine -- Not in metropolitan or micropolitan statistical area,1,48.4,+/-0.3
R0101,040G0US24,Maryland -- Not in metropolitan or micropolitan statistical area,1,44.3,+/-1.7
R0101,040G0US26,Michigan -- Not in metropolitan or micropolitan statistical area,1,48.2,+/-0.2
R0101,040G0US27,Minnesota -- Not in metropolitan or micropolitan statistical area,1,43.8,+/-0.3
R0101,040G0US28,Mississippi -- Not in metropolitan or micropolitan statistical area,1,40.8,+/-0.9
R0101,040G0US29,Missouri -- Not in metropolitan or micropolitan statistical area,1,43.9,+/-0.4
R0101,040G0US30,Montana -- Not in metropolitan or micropolitan statistical area,1,44.3,+/-0.3
R0101,040G0US31,Nebraska -- Not in metropolitan or micropolitan statistical area,1,42.2,+/-0.5
R0101,040G0US35,New Mexico -- Not in metropolitan or micropolitan statistical area,1,44.4,+/-3.7
R0101,040G0US36,New York -- Not in metropolitan or micropolitan statistical area,1,45.6,+/-0.4
R0101,040G0US37,North Carolina -- Not in metropolitan or micropolitan statistical area,1,46.0,+/-0.7
R0101,040G0US38,North Dakota -- Not in metropolitan or micropolitan statistical area,1,40.4,+/-0.5
R0101,040G0US39,Ohio -- Not in metropolitan or micropolitan statistical area,1,41.3,+/-0.5
R0101,040G0US40,Oklahoma -- Not in metropolitan or micropolitan statistical area,1,40.9,+/-0.3
R0101,040G0US41,Oregon -- Not in metropolitan or micropolitan statistical area,1,46.5,+/-1.6
R0101,040G0US42,Pennsylvania -- Not in metropolitan or micropolitan statistical area,1,46.1,+/-0.3
R0101,040G0US45,South Carolina -- Not in metropolitan or micropolitan statistical area,1,43.3,+/-0.8
R0101,040G0US46,South Dakota -- Not in metropolitan or micropolitan statistical area,1,39.6,+/-0.7
R0101,040G0US47,Tennessee -- Not in metropolitan or micropolitan statistical area,1,43.9,+/-0.5
R0101,040G0US48,Texas -- Not in metropolitan or micropolitan statistical area,1,42.1,+/-0.5
R0101,040G0US49,Utah -- Not in metropolitan or micropolitan statistical area,1,36.2,+/-0.6
R0101,040G0US50,Vermont -- Not in metropolitan or micropolitan statistical area,1,45.4,+/-0.4
R0101,040G0US51,Virginia -- Not in metropolitan or micropolitan statistical area,1,45.9,+/-0.6
R0101,040G0US53,Washington -- Not in metropolitan or micropolitan statistical area,1,51.6,+/-1.6
R0101,040G0US54,West Virginia -- Not in metropolitan or micropolitan statistical area,1,45.5,+/-1.0
R0101,040G0US55,Wisconsin -- Not in metropolitan or micropolitan statistical area,1,47.4,+/-0.3
R0101,040G0US56,Wyoming -- Not in metropolitan or micropolitan statistical area,1,41.4,+/-1.8
R0101,05000US01003,"Baldwin County, Alabama",1,43.0,+/-0.9
R0101,05000US01015,"Calhoun County, Alabama",1,39.6,+/-0.8
R0101,05000US01043,"Cullman County, Alabama",1,41.9,+/-1.1
R0101,05000US01049,"DeKalb County, Alabama",1,37.7,+/-1.4
R0101,05000US01051,"Elmore County, Alabama",1,39.0,+/-1.1
R0101,05000US01055,"Etowah County, Alabama",1,41.5,+/-0.7
R0101,05000US01069,"Houston County, Alabama",1,40.4,+/-0.5
R0101,05000US01073,"Jefferson County, Alabama",1,38.3,+/-0.4
R0101,05000US01077,"Lauderdale County, Alabama",1,40.4,+/-1.5
R0101,05000US01081,"Lee County, Alabama",1,33.3,+/-1.5
R0101,05000US01083,"Limestone County, Alabama",1,40.3,+/-0.9
R0101,05000US01089,"Madison County, Alabama",1,38.1,+/-0.4
R0101,05000US01095,"Marshall County, Alabama",1,39.4,+/-1.0
R0101,05000US01097,"Mobile County, Alabama",1,38.4,+/-0.6
R0101,05000US01101,"Montgomery County, Alabama",1,36.9,+/-0.7
R0101,05000US01103,"Morgan County, Alabama",1,42.3,+/-0.7
R0101,05000US01115,"St. Clair County, Alabama",1,40.0,+/-1.2
R0101,05000US01117,"Shelby County, Alabama",1,39.5,+/-0.6
R0101,05000US01121,"Talladega County, Alabama",1,41.7,+/-1.3
R0101,05000US01125,"Tuscaloosa County, Alabama",1,33.7,+/-0.4
R0101,05000US01127,"Walker County, Alabama",1,43.5,+/-1.0
R0101,05000US02020,"Anchorage Municipality, Alaska",1,34.2,+/-0.4
R0101,05000US02090,"Fairbanks North Star Borough, Alaska",1,32.8,+/-1.0
R0101,05000US02170,"Matanuska-Susitna Borough, Alaska",1,36.1,+/-0.5
R0101,05000US04001,"Apache County, Arizona",1,36.6,+/-1.9
R0101,05000US04003,"Cochise County, Arizona",1,42.2,+/-0.9
R0101,05000US04005,"Coconino County, Arizona",1,31.1,+/-0.5
R0101,05000US04013,"Maricopa County, Arizona",1,36.9,+/-0.2
R0101,05000US04015,"Mohave County, Arizona",1,52.7,+/-0.5
R0101,05000US04017,"Navajo County, Arizona",1,39.4,+/-0.7
R0101,05000US04019,"Pima County, Arizona",1,38.9,+/-0.3
R0101,05000US04021,"Pinal County, Arizona",1,39.9,+/-0.4
R0101,05000US04025,"Yavapai County, Arizona",1,54.7,+/-0.4
R0101,05000US04027,"Yuma County, Arizona",1,35.1,+/-0.2
R0101,05000US05007,"Benton County, Arkansas",1,35.7,+/-0.4
R0101,05000US05031,"Craighead County, Arkansas",1,35.2,+/-0.6
R0101,05000US05045,"Faulkner County, Arkansas",1,33.3,+/-1.0
R0101,05000US05051,"Garland County, Arkansas",1,45.1,+/-1.0
R0101,05000US05069,"Jefferson County, Arkansas",1,39.6,+/-1.5
R0101,05000US05085,"Lonoke County, Arkansas",1,37.4,+/-0.8
R0101,05000US05119,"Pulaski County, Arkansas",1,38.0,+/-0.4
R0101,05000US05125,"Saline County, Arkansas",1,40.4,+/-0.9
