TBLID,GEOID,GEONAME,PROFLN,ESTIMATE,MG_ERROR
TITLE:,MEDIAN AGE OF THE TOTAL POPULATION,,,,
R0101,79500US1209509,"Orange County (Southeast) PUMA, Florida",1,40.2,+/-3.7
R0101,79500US1209510,"Orange County (Northeast) PUMA, Florida",1,36.0,+/-3.1
R0101,79500US1209701,"Osceola County (West) PUMA, Florida",1,35.1,+/-0.9
R0101,79500US1209702,"Osceola County (East) PUMA, Florida",1,37.9,+/-1.5
R0101,79500US1209901,"Palm Beach County (Northeast) PUMA, Florida",1,47.2,+/-3.6
R0101,79500US1209902,"Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities PUMA, Florida",1,46.1,+/-3.2
R0101,79500US1209903,"Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town PUMA, Florida",1,36.3,+/-1.7
R0101,79500US1209904,"Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North) PUMA, Florida",1,40.4,+/-3.3
R0101,79500US1209905,"Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City PUMA; Florida",1,38.7,+/-2.4
R0101,79500US1209906,"Palm Beach County (East Central)--Greater Boynton Beach City (North) PUMA, Florida",1,49.0,+/-3.0
R0101,79500US1209907,"Palm Beach County (Southeast)--Greater Delray Beach City PUMA, Florida",1,60.4,+/-2.0
R0101,79500US1209908,"Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town PUMA, Florida",1,50.7,+/-2.8
R0101,79500US1209909,"Palm Beach County (West of Boca Raton City) PUMA, Florida",1,47.4,+/-2.5
R0101,79500US1209910,"Palm Beach County (Central)--Wellington Village & Agricultural Reserve PUMA, Florida",1,46.5,+/-2.7
R0101,79500US1209911,"Palm Beach County (West)--Glades & Western Communities PUMA, Florida",1,41.0,+/-1.9
R0101,79500US1210101,"Pasco County (East Central) PUMA, Florida",1,41.4,+/-2.2
R0101,79500US1210102,"Pasco County (West Central) PUMA, Florida",1,50.2,+/-2.8
R0101,79500US1210103,"Pasco County (Gulf Coast) PUMA, Florida",1,46.6,+/-1.8
R0101,79500US1210104,"Pasco County (South) PUMA, Florida",1,42.0,+/-2.0
R0101,79500US1210301,"Pinellas County (North) PUMA, Florida",1,49.8,+/-2.1
R0101,79500US1210302,"Pinellas County (North Central) PUMA, Florida",1,52.8,+/-2.2
R0101,79500US1210303,"Pinellas County (Central)--Clearwater City (South & Central) PUMA, Florida",1,46.7,+/-3.3
R0101,79500US1210304,"Pinellas County (Central)--Greater Largo City PUMA, Florida",1,46.4,+/-3.0
R0101,79500US1210305,"Pinellas County (West Central)--Greater Seminole City PUMA, Florida",1,54.0,+/-2.4
R0101,79500US1210306,"Pinellas County (Central)--Greater Pinellas Park City PUMA, Florida",1,45.0,+/-4.0
R0101,79500US1210307,"Pinellas County (Southeast)--St. Petersburg City (East) PUMA, Florida",1,41.4,+/-2.3
R0101,79500US1210308,"Pinellas County (South Central)--St. Petersburg City (West) PUMA, Florida",1,55.0,+/-1.5
R0101,79500US1210501,"Polk County (Northwest) PUMA, Florida",1,39.4,+/-1.9
R0101,79500US1210502,"Polk County (Northeast) PUMA, Florida",1,40.8,+/-1.6
R0101,79500US1210503,"Polk County (Central) PUMA, Florida",1,38.4,+/-1.7
R0101,79500US1210504,"Polk County (South) PUMA, Florida",1,40.9,+/-1.7
R0101,79500US1210700,"Putnam & St. Johns (South) Counties PUMA, Florida",1,48.5,+/-1.3
R0101,79500US1210900,"St. Johns County (North) PUMA, Florida",1,42.7,+/-0.8
R0101,79500US1211101,"St. Lucie County (North) PUMA, Florida",1,51.7,+/-4.6
R0101,79500US1211102,"St. Lucie County (South) PUMA, Florida",1,43.4,+/-1.9
R0101,79500US1211300,"Santa Rosa County PUMA, Florida",1,40.4,+/-0.8
R0101,79500US1211501,"Sarasota County (North) PUMA, Florida",1,52.8,+/-2.1
R0101,79500US1211502,"Sarasota County (Central & Gulf Coast) PUMA, Florida",1,59.1,+/-1.4
R0101,79500US1211503,"Sarasota County (East) PUMA, Florida",1,59.1,+/-2.2
R0101,79500US1211701,"Seminole County (West) PUMA, Florida",1,41.8,+/-1.3
R0101,79500US1211702,"Seminole County (North Central) PUMA, Florida",1,38.5,+/-1.5
R0101,79500US1211703,"Seminole County (South Central) PUMA, Florida",1,38.3,+/-2.4
R0101,79500US1211704,"Seminole County (East) PUMA, Florida",1,39.0,+/-2.2
R0101,79500US1212100,"Suwannee, Taylor, Madison, Hamilton & Lafayette Counties PUMA; Florida",1,43.2,+/-0.9
R0101,79500US1212701,"Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town PUMA; Florida",1,43.8,+/-3.5
R0101,79500US1212702,"Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities PUMA; Florida",1,47.4,+/-2.6
R0101,79500US1212703,"Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities PUMA; Florida",1,54.6,+/-1.9
R0101,79500US1212704,"Volusia County (Southwest Central)--Deltona & Lake Helen Cities PUMA, Florida",1,40.6,+/-2.5
R0101,79500US1300100,"Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties PUMA, Georgia",1,40.1,+/-1.2
R0101,79500US1300200,"Coastal Regional Commission (West)--Liberty, Bryan & Long Counties PUMA; Georgia",1,31.5,+/-0.9
R0101,79500US1300300,"Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties PUMA; Georgia",1,33.1,+/-1.3
R0101,79500US1300401,"Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City PUMA, Georgia",1,34.8,+/-1.0
R0101,79500US1300402,"Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City) PUMA, Georgia",1,38.6,+/-2.2
R0101,79500US1300500,"Southern Georgia Regional Commission (East & Central) PUMA, Georgia",1,38.8,+/-1.1
R0101,79500US1300600,"Southern Georgia Regional Commission (South Central)--Lowndes County--Valdosta City PUMA, Georgia",1,30.3,+/-0.5
R0101,79500US1300700,"Southern Georgia Regional Commission (West) PUMA, Georgia",1,38.5,+/-1.1
R0101,79500US1300800,"Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties PUMA; Georgia",1,39.6,+/-0.9
R0101,79500US1300900,"Southwest Georgia Regional Commission (North Central)--Dougherty & Lee Counties PUMA, Georgia",1,37.8,+/-1.3
R0101,79500US1301001,"Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City PUMA, Georgia",1,37.5,+/-1.4
R0101,79500US1301002,"Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City PUMA, Georgia",1,41.8,+/-1.9
R0101,79500US1301003,"Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South) PUMA, Georgia",1,36.3,+/-3.1
R0101,79500US1301004,"Atlanta Regional Commission (Central)--Fulton County (South)--Union & Fairburn Cities PUMA, Georgia",1,31.9,+/-2.5
R0101,79500US1301005,"Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City PUMA, Georgia",1,40.4,+/-2.0
R0101,79500US1301006,"Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North) PUMA, Georgia",1,32.8,+/-1.9
R0101,79500US1301007,"Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast) PUMA, Georgia",1,33.1,+/-1.2
R0101,79500US1301008,"Atlanta Regional Commission (Central)--DeKalb County (South) PUMA, Georgia",1,40.6,+/-3.1
R0101,79500US1301100,"Southwest Georgia Regional Commission (West & Central) PUMA, Georgia",1,40.5,+/-1.3
R0101,79500US1301200,"Heart of Georgia Altamaha Regional Commission (Southeast) PUMA, Georgia",1,40.2,+/-0.9
R0101,79500US1301300,"Heart of Georgia Altamaha Regional Commission (North & West) PUMA, Georgia",1,40.5,+/-1.5
R0101,79500US1301400,"Middle Georgia Regional Commission (Central)--Bibb County--Macon City PUMA, Georgia",1,36.5,+/-0.3
R0101,79500US1301500,"Middle Georgia Regional Commission (South)--Houston & Pulaski Counties PUMA, Georgia",1,36.3,+/-0.8
R0101,79500US1301600,"Middle Georgia Regional Commission (North & Outside Bibb County) PUMA, Georgia",1,41.2,+/-1.7
R0101,79500US1301700,"River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties PUMA, Georgia",1,33.7,+/-0.5
R0101,79500US1301800,"River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA, Georgia",1,40.4,+/-1.3
R0101,79500US1301900,"Three Rivers Regional Commission (East) PUMA, Georgia",1,41.2,+/-1.7
R0101,79500US1302001,"Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan PUMA, Georgia",1,36.2,+/-1.9
R0101,79500US1302002,"Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities PUMA, Georgia",1,37.3,+/-1.6
R0101,79500US1302003,"Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker PUMA, Georgia",1,34.9,+/-2.6
R0101,79500US1302004,"Atlanta Regional Commission--DeKalb County (North)--Dunwoody City PUMA, Georgia",1,34.2,+/-1.4
R0101,79500US1302100,"Three Rivers Regional Commission (North Central)--Coweta County PUMA, Georgia",1,40.1,+/-0.6
R0101,79500US1302200,"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties PUMA; Georgia",1,36.6,+/-2.5
R0101,79500US1302300,"Three Rivers Regional Commission (Northwest)--Carroll County PUMA, Georgia",1,35.5,+/-0.4
R0101,79500US1302400,"Atlanta Regional Commission (South Central)--Fayette County PUMA, Georgia",1,43.1,+/-0.7
R0101,79500US1302500,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA; Georgia",1,38.9,+/-1.2
R0101,79500US1302600,"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties PUMA; Georgia",1,41.0,+/-0.9
R0101,79500US1302700,"Northwest Georgia Regional Commission (North Central)--Whitfield County PUMA, Georgia",1,36.3,+/-0.8
R0101,79500US1302800,"Northwest Georgia Regional Commission (Northeast) PUMA, Georgia",1,42.1,+/-1.6
R0101,79500US1302900,"Northwest Georgia Regional Commission (East Central)--Bartow County PUMA, Georgia",1,38.0,+/-1.3
R0101,79500US1303001,"Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City PUMA, Georgia",1,34.5,+/-1.6
R0101,79500US1303002,"Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities PUMA, Georgia",1,35.0,+/-2.6
R0101,79500US1303003,"Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City PUMA, Georgia",1,39.0,+/-2.2
R0101,79500US1303004,"Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City PUMA, Georgia",1,35.6,+/-1.1
R0101,79500US1303005,"Atlanta Regional Commission (Northwest)--Cobb County (Northeast) PUMA, Georgia",1,43.4,+/-2.0
R0101,79500US1303101,"Atlanta Regional Commission--Cherokee County (Central)--Woodstock & Canton Cities PUMA, Georgia",1,37.3,+/-1.3
R0101,79500US1303102,"Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities) PUMA, Georgia",1,41.3,+/-1.7
R0101,79500US1303200,"Georgia Mountains Regional Commission (North & Northwest) PUMA, Georgia",1,46.2,+/-1.4
R0101,79500US1303300,"Georgia Mountains Regional Commission (Southwest)--Forsyth County PUMA, Georgia",1,38.8,+/-0.5
R0101,79500US1303400,"Georgia Mountains Regional Commission (South Central)--Hall County PUMA, Georgia",1,38.4,+/-0.8
R0101,79500US1303500,"Georgia Mountains Regional Commission (Southeast) PUMA, Georgia",1,42.6,+/-1.3
R0101,79500US1303600,"Northeast Georgia Regional Commission (Central)--Clarke County--Athens City PUMA, Georgia",1,28.5,+/-1.0
R0101,79500US1303700,"Northeast Georgia Regional Commission (East) PUMA, Georgia",1,42.2,+/-1.3
R0101,79500US1303800,"Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties PUMA, Georgia",1,37.1,+/-0.6
R0101,79500US1303900,"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties PUMA; Georgia",1,39.2,+/-1.6
R0101,79500US1304000,"Central Savannah River Area Regional Commission (East Central)--Richmond County PUMA, Georgia",1,34.7,+/-0.5
R0101,79500US1304001,"Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City PUMA, Georgia",1,34.4,+/-1.4
R0101,79500US1304002,"Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City PUMA, Georgia",1,37.3,+/-1.5
R0101,79500US1304003,"Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City PUMA, Georgia",1,34.2,+/-1.9
R0101,79500US1304004,"Atlanta Regional Commission (Northeast)--Gwinnett County (East) PUMA, Georgia",1,36.5,+/-2.7
R0101,79500US1304005,"Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUMA, Georgia",1,40.6,+/-3.2
R0101,79500US1304006,"Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City PUMA, Georgia",1,33.4,+/-1.5
R0101,79500US1304100,"Central Savannah River Area Regional Commission (East Central)--Columbia County PUMA, Georgia",1,38.0,+/-1.6
R0101,79500US1304200,"Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia) PUMA, Georgia",1,42.4,+/-1.1
R0101,79500US1304300,"Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties PUMA, Georgia",1,37.4,+/-1.0
R0101,79500US1304400,"Atlanta Regional Commission (Southwest)--Douglas County PUMA, Georgia",1,36.7,+/-0.5
R0101,79500US1304500,"Northwest Georgia Regional Commission (Southeast)--Paulding County PUMA, Georgia",1,36.8,+/-0.7
R0101,79500US1304600,"Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central) PUMA, Georgia",1,33.2,+/-2.0
R0101,79500US1305001,"Atlanta Regional Commission (South Central)--Clayton County (South) PUMA, Georgia",1,33.0,+/-2.6
R0101,79500US1305002,"Atlanta Regional Commission (South Central)--Clayton County (North)--Forest Park City PUMA, Georgia",1,33.0,+/-1.4
R0101,79500US1306001,"Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City PUMA, Georgia",1,35.0,+/-2.2
R0101,79500US1306002,"Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City PUMA, Georgia",1,40.4,+/-3.2
R0101,79500US1500100,"Maui, Kalawao & Kauai Counties PUMA; Hawaii",1,41.9,+/-0.7
R0101,79500US1500200,"Hawaii County PUMA, Hawaii",1,43.2,+/-0.7
R0101,79500US1500301,"Honolulu County--Rural Oahu PUMA, Hawaii",1,29.1,+/-1.6
R0101,79500US1500302,"Honolulu County--Koolaupoko PUMA, Hawaii",1,40.2,+/-2.0
R0101,79500US1500303,"Honolulu County--East Honolulu to Kapahulu PUMA, Hawaii",1,48.5,+/-2.8
R0101,79500US1500304,"Honolulu County--Tantalus to Waikiki PUMA, Hawaii",1,41.7,+/-2.6
R0101,79500US1500305,"Honolulu County--Nuuanu to Kalihi PUMA, Hawaii",1,41.8,+/-3.1
R0101,79500US1500306,"Honolulu County--Moanalua to Pearl City PUMA, Hawaii",1,35.4,+/-1.5
R0101,79500US1500307,"Honolulu County--Central Oahu PUMA, Hawaii",1,40.7,+/-1.5
R0101,79500US1500308,"Honolulu County--Ewa PUMA, Hawaii",1,33.9,+/-1.4
R0101,79500US1600100,"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties PUMA; Idaho",1,42.1,+/-1.2
R0101,79500US1600200,"Kootenai County (Northwest)--Coeur d'Alene, Post Falls & Hayden Cities PUMA; Idaho",1,40.2,+/-0.9
R0101,79500US1600300,"Central Idaho--Lewiston City & Nez Perce Reservation PUMA, Idaho",1,48.5,+/-0.7
R0101,79500US1600400,"Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City PUMA; Idaho",1,42.6,+/-2.2
R0101,79500US1600500,"Canyon (South) & Owyhee Counties--Caldwell & Nampa (South & West) Cities PUMA, Idaho",1,35.4,+/-1.8
R0101,79500US1600600,"Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities PUMA, Idaho",1,34.7,+/-2.5
R0101,79500US1600701,"Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities PUMA, Idaho",1,36.3,+/-1.6
R0101,79500US1600702,"Ada County (Northeast)--Boise (North & West) & Garden City Cities PUMA, Idaho",1,39.2,+/-1.9
R0101,79500US1600800,"Ada County (South)--Boise (South) & Kuna Cities PUMA, Idaho",1,35.6,+/-1.5
R0101,79500US1600900,"Twin Falls & Cassia Counties--Twin Falls City PUMA, Idaho",1,34.4,+/-0.9
R0101,79500US1601000,"Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties PUMA; Idaho",1,34.5,+/-1.4
R0101,79500US1601100,"Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties PUMA; Idaho",1,28.5,+/-0.5
R0101,79500US1601200,"Bonneville County--Idaho Falls City PUMA, Idaho",1,33.3,+/-0.5
R0101,79500US1601300,"Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation PUMA; Idaho",1,35.5,+/-0.6
R0101,79500US1700104,"Jo Daviess, Carroll, Whiteside & Lee Counties PUMA; Illinois",1,45.0,+/-0.5
R0101,79500US1700105,"Rock Island County PUMA, Illinois",1,40.7,+/-1.0
R0101,79500US1700202,"Henry, Mercer, Henderson, Warren, Hancock, McDonough & Fulton Counties PUMA; Illinois",1,42.0,+/-0.7
R0101,79500US1700300,"Adams, Pike, Brown, Schuyler & Mason Counties PUMA; Illinois",1,42.0,+/-1.4
R0101,79500US1700401,"Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties PUMA; Illinois",1,42.6,+/-0.8
R0101,79500US1700501,"Montgomery, Bond, Clinton, Fayette & Effingham Counties PUMA; Illinois",1,41.5,+/-0.5
R0101,79500US1700600,"Douglas, Edgar, Coles & Cumberland Counties PUMA; Illinois",1,39.6,+/-0.8
R0101,79500US1700700,"Clark, Jasper, Crawford, Lawrence, Richland, Clay & Wayne Counties PUMA; Illinois",1,42.2,+/-1.3
R0101,79500US1700800,"South & Southeast Illinois PUMA, Illinois",1,44.6,+/-0.8
R0101,79500US1700900,"Jackson, Williamson, Franklin & Perry Counties PUMA; Illinois",1,39.9,+/-0.5
R0101,79500US1701001,"Monroe, Randolph, Washington, Jefferson & Marion Counties PUMA; Illinois",1,41.6,+/-0.7
R0101,79500US1701104,"St. Clair County (Central & Northeast) PUMA, Illinois",1,37.1,+/-1.6
R0101,79500US1701105,"St. Clair County (Northwest, Southwest & Southeast) PUMA; Illinois",1,42.0,+/-3.1
R0101,79500US1701204,"Madison County (East) PUMA, Illinois",1,39.1,+/-1.5
R0101,79500US1701205,"Madison County (West)--Granite City, Alton, Wood River Cities & Godfrey Village PUMA; Illinois",1,43.8,+/-2.4
R0101,79500US1701300,"Sangamon County--Springfield City PUMA, Illinois",1,40.8,+/-0.5
R0101,79500US1701500,"Macon County--Decatur City PUMA, Illinois",1,40.4,+/-0.7
R0101,79500US1701602,"Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties PUMA; Illinois",1,43.7,+/-0.8
R0101,79500US1701701,"Peoria County--Peoria City PUMA, Illinois",1,38.5,+/-0.8
R0101,79500US1701900,"Tazewell County PUMA, Illinois",1,41.6,+/-0.6
R0101,79500US1702000,"McLean County PUMA, Illinois",1,34.0,+/-0.6
R0101,79500US1702100,"Champaign County--Champaign & Urbana Cities PUMA, Illinois",1,30.8,+/-0.3
R0101,79500US1702200,"Livingston, Ford, Iroquois & Vermilion Counties PUMA; Illinois",1,41.7,+/-0.9
R0101,79500US1702300,"Kankakee County PUMA, Illinois",1,38.7,+/-0.7
R0101,79500US1702400,"LaSalle County PUMA, Illinois",1,42.1,+/-0.7
R0101,79500US1702501,"Knox, Stark, Bureau, Marshall & Woodford Counties PUMA; Illinois",1,43.5,+/-0.6
R0101,79500US1702601,"DeKalb County PUMA, Illinois",1,31.4,+/-1.7
R0101,79500US1702700,"Stephenson & Ogle Counties PUMA, Illinois",1,43.8,+/-0.6
R0101,79500US1702801,"Winnebago County (Southeast & West)--Rockford City PUMA, Illinois",1,39.0,+/-1.0
R0101,79500US1702901,"Winnebago (Northeast) & Boone Counties PUMA, Illinois",1,42.0,+/-2.3
R0101,79500US1703005,"Kane County (Southeast)--Aurora Township PUMA, Illinois",1,35.1,+/-2.0
R0101,79500US1703007,"Kane County (East)--St. Charles, Batavia (Central) & Geneva (Central) Townships PUMA; Illinois",1,39.1,+/-1.7
R0101,79500US1703008,"Kane County (Northeast)--Elgin (North & Central) & Dundee Townships PUMA, Illinois",1,36.1,+/-2.4
R0101,79500US1703009,"Kane County (West) PUMA, Illinois",1,43.3,+/-2.3
R0101,79500US1703102,"Will County (West Central)--Joliet & Troy Townships PUMA, Illinois",1,37.0,+/-1.2
R0101,79500US1703105,"Will County (Northwest Central)--Plainfield & Lockport Townships PUMA, Illinois",1,36.7,+/-2.0
R0101,79500US1703106,"Will County (Northwest)--DuPage & Wheatland Townships PUMA, Illinois",1,39.2,+/-1.5
R0101,79500US1703107,"Will County (Northeast)--Frankfort, Homer & New Lenox (North) Townships PUMA; Illinois",1,40.5,+/-1.1
R0101,79500US1703108,"Will County (South) PUMA, Illinois",1,39.7,+/-2.3
R0101,79500US1703202,"DuPage County (Central)--Milton Township PUMA, Illinois",1,41.3,+/-1.9
R0101,79500US1703203,"DuPage County (South Central)--Lisle Township PUMA, Illinois",1,39.7,+/-1.8
R0101,79500US1703204,"DuPage County (Southeast)--Downers Grove Township PUMA, Illinois",1,41.7,+/-1.7
R0101,79500US1703205,"DuPage County (East Central)--York Township PUMA, Illinois",1,38.7,+/-1.5
R0101,79500US1703207,"Dupage County (Northeast)--Addison & Bloomingdale (North) Townships PUMA, Illinois",1,39.2,+/-2.6
R0101,79500US1703208,"DuPage County (Northwest)--Bloomingdale (South), Wayne & Winfield (North) Townships PUMA; Illinois",1,39.5,+/-1.5
R0101,79500US1703209,"DuPage County (Southwest)--Naperville & Winfield (South) Townships PUMA, Illinois",1,38.6,+/-1.7
R0101,79500US1703306,"Lake County (Northwest)--Avon, Lake Villa, Antioch & Grant Townships PUMA; Illinois",1,39.0,+/-1.2
R0101,79500US1703307,"Lake County (Northeast)--Waukegan, Zion, Benton & Newport Townships PUMA; Illinois",1,34.4,+/-1.7
R0101,79500US1703308,"Lake County (Southwest)--Ela, Freemont, Wauconda & Cuba Townships PUMA; Illinois",1,44.3,+/-2.1
R0101,79500US1703309,"Lake County (East Central)--Warren, Libertyville (North & East) & Shields Townships PUMA; Illinois",1,33.4,+/-1.7
R0101,79500US1703310,"Lake County--Vernon, Moraine, West Deerfield & Libertyville (Southeast) Townships PUMA; Illinois",1,44.1,+/-1.8
R0101,79500US1703401,"Cook County (Northwest)--Palatine & Barrington Townships PUMA, Illinois",1,37.9,+/-2.4
R0101,79500US1703407,"Cook County (West Central)--Proviso, Riverside & River Forest Townships PUMA; Illinois",1,38.7,+/-2.5
R0101,79500US1703408,"Cook County (Central)--Cicero, Berwyn & Oak Park Townships PUMA; Illinois",1,34.4,+/-1.5
R0101,79500US1703409,"Cook County (West Central)--Lyons & Stickney Townships PUMA, Illinois",1,40.2,+/-2.4
R0101,79500US1703410,"Cook County (Southwest)--Orland (West & Central), Palos & Lemont Townships PUMA; Illinois",1,44.3,+/-2.9
R0101,79500US1703411,"Cook County (South Central)--Worth & Calumet Townships PUMA, Illinois",1,40.8,+/-2.0
R0101,79500US1703412,"Cook County (South Central)--Bremen & Orland (East) Townships PUMA, Illinois",1,37.4,+/-2.1
R0101,79500US1703413,"Cook County (Southeast)--Thornton Township PUMA, Illinois",1,38.7,+/-3.1
R0101,79500US1703414,"Cook County (South)--Bloom & Rich Townships PUMA, Illinois",1,40.8,+/-2.4
R0101,79500US1703415,"Cook County (North)--Wheeling Township (North & East) PUMA, Illinois",1,40.2,+/-1.7
R0101,79500US1703416,"Cook County (Northeast)--Northfield & New Trier Townships PUMA, Illinois",1,46.4,+/-1.9
R0101,79500US1703417,"Cook County (Northwest)--Hanover & Schaumburg (Northwest) Townships PUMA, Illinois",1,37.4,+/-2.6
R0101,79500US1703418,"Cook County (Northwest)--Schaumburg Township (South & Central) PUMA, Illinois",1,40.6,+/-2.3
R0101,79500US1703419,"Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships PUMA, Illinois",1,42.2,+/-2.3
R0101,79500US1703420,"Cook County (North)--Maine, Norwood Park Townships & Chicago City--Edison Park PUMA; Illinois",1,45.9,+/-2.0
R0101,79500US1703421,"Cook County (North)--Niles & Evanston Townships PUMA, Illinois",1,40.5,+/-1.7
R0101,79500US1703422,"Cook County (West)--Leyden, Norwood Park (South) Townships & Chicago City--O'Hare PUMA; Illinois",1,39.4,+/-2.9
R0101,79500US1703501,"Chicago City (North)--Edgewater, Uptown & Rogers Park PUMA; Illinois",1,35.9,+/-1.1
R0101,79500US1703502,"Chicago City (North)--Lake View & Lincoln Park PUMA, Illinois",1,31.2,+/-0.6
R0101,79500US1703503,"Chicago City (North)--West Ridge, Lincoln Square & North Center PUMA; Illinois",1,34.8,+/-1.2
R0101,79500US1703504,"Chicago City (Northwest)--Irving Park, Albany Park, Forest Glen & North Park PUMA; Illinois",1,36.0,+/-1.7
R0101,79500US1703520,"Chicago City (Northwest)--Portage Park, Dunning & Jefferson Park PUMA; Illinois",1,40.7,+/-1.4
R0101,79500US1703521,"Chicago City (West)--Austin, Belmont Cragin & Montclare PUMA; Illinois",1,37.4,+/-2.4
R0101,79500US1703522,"Chicago City (Northwest)--Logan Square, Avondale & Hermosa PUMA; Illinois",1,33.0,+/-0.8
R0101,79500US1703523,"Chicago City (West)--North & South Lawndale, Humboldt Park, East & West Garfield Park PUMA; Illinois",1,33.4,+/-1.9
R0101,79500US1703524,"Chicago City (West)--West Town, Near West Side & Lower West Side PUMA; Illinois",1,31.9,+/-0.5
R0101,79500US1703525,"Chicago City (Central)--Near North Side, Loop & Near South Side PUMA; Illinois",1,34.5,+/-1.3
R0101,79500US1703526,"Chicago City (Southwest)--Brighton Park, New City, Bridgeport & McKinley Park PUMA; Illinois",1,36.6,+/-1.7
R0101,79500US1703527,"Chicago City (Southwest)--Gage Park, Garfield Ridge & West Lawn PUMA; Illinois",1,36.5,+/-1.7
R0101,79500US1703528,"Chicago City (South)--Chicago Lawn, Englewood/West Englewood & Greater Grand Crossing PUMA; Illinois",1,35.7,+/-3.3
R0101,79500US1703529,"Chicago City (South)--South Shore, Hyde Park, Woodlawn, Grand Boulevard & Douglas PUMA; Illinois",1,35.0,+/-2.1
R0101,79500US1703530,"Chicago City (South)--Ashburn, Washington Heights, Morgan Park & Beverly PUMA; Illinois",1,40.5,+/-1.6
R0101,79500US1703531,"Chicago City (South)--Auburn Gresham, Roseland, Chatham, Avalon Park & Burnside PUMA; Illinois",1,38.7,+/-2.9
R0101,79500US1703532,"Chicago City (South)--South Chicago, Pullman, West Pullman, East Side & South Deering PUMA; Illinois",1,37.0,+/-1.6
R0101,79500US1703601,"McHenry County (North, West & Central) PUMA; Illinois",1,40.2,+/-1.5
R0101,79500US1703602,"McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships PUMA; Illinois",1,40.3,+/-1.5
R0101,79500US1703700,"Kendall & Grundy Counties PUMA, Illinois",1,36.8,+/-1.4
R0101,79500US1800101,"Lake County (Northwest)--Hammond & East Chicago Cities PUMA, Indiana",1,39.2,+/-2.3
R0101,79500US1800102,"Lake County (Northeast)--Gary City & Griffith Town PUMA, Indiana",1,37.1,+/-2.6
R0101,79500US1800103,"Lake County (Central) PUMA, Indiana",1,41.6,+/-2.1
